date,home_team,away_team,home_score,away_score,tournament,country,neutral,home_elo,away_elo
2020-11-18,Israel,Scotland,1,0,European Nations League B,Israel,False,1591.0,1659.0
2020-11-18,Austria,Norway,1,1,European Nations League B,Austria,False,1786.0,1763.0
2020-11-18,Bosnia and Herzegovina,Italy,0,2,European Nations League A,Bosnia and Herzegovina,False,1634.0,1997.0
2021-02-01,Jordan,Tajikistan,2,0,Friendly,United Arab Emirates,True,1497.0,1224.0
2021-02-05,Tajikistan,Jordan,1,0,Friendly,United Arab Emirates,True,1241.0,1480.0
2021-02-15,Uzbekistan,Jordan,2,0,Friendly,United Arab Emirates,True,1563.0,1468.0
2021-03-20,Jordan,Oman,0,0,Friendly,United Arab Emirates,True,1469.0,1503.0
2021-03-24,Jordan,Lebanon,1,0,Friendly,United Arab Emirates,True,1477.0,1389.0
2021-03-24,Qatar,Luxembourg,1,0,Friendly,Hungary,True,1641.0,1360.0
2021-03-24,Czechia,Estonia,6,2,World Cup qualifier,Poland,True,1768.0,1374.0
2021-03-24,Portugal,Azerbaijan,1,0,World Cup qualifier,Italy,True,2039.0,1382.0
2021-03-25,United States,Jamaica,4,1,Friendly,Austria,True,1757.0,1573.0
2021-03-25,Canada,Bermuda,5,1,World Cup qualifier,United States,True,1610.0,1280.0
2021-03-25,Panama,Barbados,1,0,World Cup qualifier,Dominican Republic,True,1541.0,1108.0
2021-03-27,Qatar,Azerbaijan,2,1,Friendly,Hungary,True,1645.0,1378.0
2021-03-27,Norway,Turkey,0,3,World Cup qualifier,Spain,True,1734.0,1826.0
2021-03-28,Panama,Dominica,2,1,World Cup qualifier,Dominican Republic,True,1543.0,1011.0
2021-03-28,Curaçao,Cuba,2,1,World Cup qualifier,Guatemala,True,1433.0,1252.0
2021-03-29,Canada,Cayman Islands,11,0,World Cup qualifier,United States,True,1612.0,907.0
2021-03-30,Ireland,Qatar,1,1,Friendly,Hungary,True,1614.0,1644.0
2021-03-30,Mexico,Costa Rica,1,0,Friendly,Austria,True,1921.0,1621.0
2021-05-29,Mexico,Iceland,2,1,Friendly,United States,True,1924.0,1601.0
2021-05-30,Uzbekistan,Thailand,4,1,Friendly,United Arab Emirates,True,1562.0,1344.0
2021-05-31,Jordan,Vietnam,1,1,Friendly,United Arab Emirates,True,1474.0,1413.0
2021-06-02,Netherlands,Scotland,2,2,Friendly,Portugal,True,1947.0,1673.0
2021-06-02,Denmark,Germany,1,1,Friendly,Austria,True,1971.0,1934.0
2021-06-02,Norway,Luxembourg,1,0,Friendly,Spain,True,1751.0,1391.0
2021-06-03,Turkey,Moldova,2,0,Friendly,Germany,True,1800.0,1207.0
2021-06-03,Costa Rica,Mexico,0,0,CONCACAF Nations League,United States,True,1635.0,1910.0
2021-06-03,Iran,Hong Kong,3,1,World Cup and Asian Cup qual,Bahrain,True,1768.0,1169.0
2021-06-05,Canada,Aruba,7,0,World Cup qualifier,United States,True,1614.0,910.0
2021-06-05,Curaçao,British Virgin Islands,8,0,World Cup qualifier,Guatemala,True,1434.0,601.0
2021-06-06,Greece,Norway,2,1,Friendly,Spain,True,1660.0,1738.0
2021-06-07,Australia,Taiwan,5,1,World Cup and Asian Cup qual,Kuwait,True,1731.0,909.0
2021-06-07,Uzbekistan,Singapore,5,0,World Cup and Asian Cup qual,Saudi Arabia,True,1569.0,1139.0
2021-06-07,Iraq,Cambodia,4,1,World Cup and Asian Cup qual,Bahrain,True,1630.0,838.0
2021-06-07,Jordan,Nepal,3,0,World Cup and Asian Cup qual,Kuwait,True,1477.0,942.0
2021-06-08,Canada,Suriname,4,0,World Cup qualifier,United States,True,1627.0,1337.0
2021-06-11,Italy,Turkey,3,0,European Championship,Italy,False,2025.0,1788.0
2021-06-11,DR Congo,Mali,1,1,Friendly,Tunisia,True,1476.0,1546.0
2021-06-11,Uzbekistan,Yemen,1,0,World Cup and Asian Cup qual,Saudi Arabia,True,1573.0,1201.0
2021-06-11,Iraq,Hong Kong,1,0,World Cup and Asian Cup qual,Bahrain,True,1633.0,1166.0
2021-06-11,Iran,Cambodia,10,0,World Cup and Asian Cup qual,Bahrain,True,1793.0,838.0
2021-06-11,Australia,Nepal,3,0,World Cup and Asian Cup qual,Kuwait,True,1732.0,941.0
2021-06-12,Honduras,Mexico,0,0,Friendly,United States,True,1606.0,1881.0
2021-06-12,Switzerland,Wales,1,1,European Championship,Azerbaijan,True,1885.0,1837.0
2021-06-12,Russia,Belgium,0,3,European Championship,Russia,False,1729.0,2115.0
2021-06-13,Colombia,Ecuador,1,0,Copa America,Brazil,True,1944.0,1778.0
2021-06-13,England,Croatia,1,0,European Championship,England,False,1990.0,1816.0
2021-06-13,Austria,North Macedonia,3,1,European Championship,Romania,True,1769.0,1579.0
2021-06-13,Netherlands,Ukraine,3,2,European Championship,Netherlands,False,1959.0,1804.0
2021-06-14,Spain,Sweden,0,0,European Championship,Spain,False,2015.0,1865.0
2021-06-14,Scotland,Czechia,0,2,European Championship,Scotland,False,1639.0,1806.0
2021-06-14,Paraguay,Bolivia,3,1,Copa America,Brazil,True,1794.0,1609.0
2021-06-14,Argentina,Chile,1,1,Copa America,Brazil,True,1973.0,1826.0
2021-06-15,Australia,Jordan,1,0,World Cup and Asian Cup qual,Kuwait,True,1740.0,1470.0
2021-06-15,Iran,Iraq,1,0,World Cup and Asian Cup qual,Bahrain,True,1804.0,1622.0
2021-06-15,Canada,Haiti,3,0,World Cup qualifier,United States,True,1674.0,1518.0
2021-06-15,Hungary,Portugal,0,3,European Championship,Hungary,False,1719.0,2060.0
2021-06-15,Germany,France,0,1,European Championship,Germany,False,1914.0,2108.0
2021-06-16,Wales,Turkey,2,0,European Championship,Azerbaijan,True,1869.0,1756.0
2021-06-16,Italy,Switzerland,3,0,European Championship,Italy,False,2043.0,1867.0
2021-06-17,Colombia,Venezuela,0,0,Copa America,Brazil,True,1932.0,1773.0
2021-06-17,Netherlands,Austria,2,0,European Championship,Netherlands,False,1971.0,1757.0
2021-06-17,Denmark,Belgium,1,2,European Championship,Denmark,False,1909.0,2134.0
2021-06-18,Croatia,Czechia,1,1,European Championship,Scotland,True,1815.0,1807.0
2021-06-18,Sweden,Slovakia,1,0,European Championship,Russia,True,1878.0,1678.0
2021-06-18,Argentina,Uruguay,1,0,Copa America,Brazil,True,1995.0,1913.0
2021-06-18,England,Scotland,0,0,European Championship,England,False,1968.0,1661.0
2021-06-19,Hungary,France,1,1,European Championship,Hungary,False,1736.0,2091.0
2021-06-19,Germany,Portugal,4,2,European Championship,Germany,False,1956.0,2018.0
2021-06-19,Spain,Poland,1,1,European Championship,Spain,False,1996.0,1779.0
2021-06-20,Peru,Colombia,2,1,Copa America,Brazil,True,1815.0,1897.0
2021-06-20,Ecuador,Venezuela,2,2,Copa America,Brazil,True,1778.0,1773.0
2021-06-20,Switzerland,Turkey,3,1,European Championship,Azerbaijan,True,1893.0,1730.0
2021-06-21,Netherlands,North Macedonia,3,0,European Championship,Netherlands,False,1976.0,1563.0
2021-06-21,Belgium,Finland,2,0,European Championship,Russia,True,2140.0,1704.0
2021-06-21,Argentina,Paraguay,1,0,Copa America,Brazil,True,2007.0,1782.0
2021-06-21,Austria,Ukraine,1,0,European Championship,Romania,True,1786.0,1786.0
2021-06-21,Chile,Uruguay,1,1,Copa America,Brazil,True,1842.0,1908.0
2021-06-22,Scotland,Croatia,1,3,European Championship,Scotland,False,1629.0,1847.0
2021-06-22,England,Czechia,1,0,European Championship,England,False,1977.0,1798.0
2021-06-23,Ecuador,Peru,2,2,Copa America,Brazil,True,1781.0,1812.0
2021-06-23,Germany,Hungary,2,2,European Championship,Germany,False,1938.0,1754.0
2021-06-23,France,Portugal,2,2,European Championship,Hungary,True,2086.0,2023.0
2021-06-23,Sweden,Poland,3,2,European Championship,Russia,True,1896.0,1761.0
2021-06-23,Spain,Slovakia,5,0,European Championship,Spain,False,2004.0,1670.0
2021-06-24,Uruguay,Bolivia,2,0,Copa America,Brazil,True,1919.0,1587.0
2021-06-24,Paraguay,Chile,2,0,Copa America,Brazil,True,1826.0,1798.0
2021-06-26,Italy,Austria,2,1,European Championship,England,True,2061.0,1777.0
2021-06-27,Belgium,Portugal,1,0,European Championship,Spain,True,2157.0,2006.0
2021-06-27,Czechia,Netherlands,2,0,European Championship,Hungary,True,1853.0,1921.0
2021-06-28,Uruguay,Paraguay,1,0,Copa America,Brazil,True,1937.0,1808.0
2021-06-28,Argentina,Bolivia,4,1,Copa America,Brazil,True,2014.0,1580.0
2021-06-28,France,Switzerland,3,3,European Championship,Romania,True,2073.0,1906.0
2021-06-28,Spain,Croatia,5,3,European Championship,Denmark,True,2026.0,1825.0
2021-06-29,England,Germany,2,0,European Championship,England,False,2000.0,1915.0
2021-06-29,Ukraine,Sweden,2,1,European Championship,Scotland,True,1819.0,1863.0
2021-06-30,Mexico,Panama,3,0,Friendly,United States,True,1886.0,1549.0
2021-07-02,Spain,Switzerland,1,1,European Championship,Russia,True,2018.0,1914.0
2021-07-02,Italy,Belgium,2,1,European Championship,Germany,True,2093.0,2125.0
2021-07-02,Paraguay,Peru,3,3,Copa America,Brazil,True,1810.0,1832.0
2021-07-02,Haiti,St Vincent & Grenadines,6,1,CONCACAF Champ qual,United States,True,1526.0,1139.0
2021-07-03,Mexico,Nigeria,4,0,Friendly,United States,True,1894.0,1662.0
2021-07-03,Colombia,Uruguay,0,0,Copa America,Brazil,True,1895.0,1934.0
2021-07-03,Argentina,Ecuador,3,0,Copa America,Brazil,True,2034.0,1783.0
2021-07-03,England,Ukraine,4,0,European Championship,Italy,True,2024.0,1795.0
2021-07-03,Denmark,Czechia,2,1,European Championship,Azerbaijan,True,1980.0,1836.0
2021-07-04,Qatar,El Salvador,1,0,Friendly,Croatia,True,1660.0,1496.0
2021-07-06,Haiti,Bermuda,4,1,CONCACAF Champ qual,United States,True,1538.0,1248.0
2021-07-06,Argentina,Colombia,1,1,Copa America,Brazil,True,2024.0,1905.0
2021-07-06,Italy,Spain,1,1,European Championship,England,True,2088.0,2023.0
2021-07-07,England,Denmark,2,1,European Championship,England,False,2039.0,1965.0
2021-07-07,Namibia,Senegal,2,1,COSAFA Cup,South Africa,True,1365.0,1694.0
2021-07-09,Senegal,Mozambique,1,0,COSAFA Cup,South Africa,True,1697.0,1275.0
2021-07-09,Colombia,Peru,3,2,Copa America,Brazil,True,1925.0,1808.0
2021-07-10,Mexico,Trinidad and Tobago,0,0,CONCACAF Championship,United States,True,1871.0,1383.0
2021-07-11,United States,Haiti,1,0,CONCACAF Championship,United States,False,1803.0,1532.0
2021-07-11,Canada,Martinique,4,1,CONCACAF Championship,United States,True,1691.0,1412.0
2021-07-11,England,Italy,1,1,European Championship,England,False,2035.0,2092.0
2021-07-13,Panama,Qatar,3,3,CONCACAF Championship,United States,True,1557.0,1652.0
2021-07-13,Senegal,Zimbabwe,2,1,COSAFA Cup,South Africa,True,1702.0,1353.0
2021-07-14,Senegal,Malawi,2,1,COSAFA Cup,South Africa,True,1706.0,1305.0
2021-07-14,Mexico,Guatemala,3,0,CONCACAF Championship,United States,True,1879.0,1454.0
2021-07-15,Canada,Haiti,4,1,CONCACAF Championship,United States,True,1716.0,1507.0
2021-07-15,United States,Martinique,6,1,CONCACAF Championship,United States,False,1809.0,1406.0
2021-07-16,Eswatini,Senegal,2,2,COSAFA Cup,South Africa,True,1237.0,1688.0
2021-07-17,Qatar,Grenada,4,0,CONCACAF Championship,United States,True,1657.0,1142.0
2021-07-17,Honduras,Panama,3,2,CONCACAF Championship,United States,True,1633.0,1536.0
2021-07-18,United States,Canada,1,0,CONCACAF Championship,United States,False,1821.0,1704.0
2021-07-18,Mexico,El Salvador,1,0,CONCACAF Championship,United States,True,1886.0,1549.0
2021-07-18,Haiti,Martinique,2,1,CONCACAF Championship,United States,True,1525.0,1388.0
2021-07-20,Qatar,Honduras,2,0,CONCACAF Championship,United States,True,1692.0,1598.0
2021-07-20,Panama,Grenada,3,1,CONCACAF Championship,United States,True,1543.0,1135.0
2021-07-24,Qatar,El Salvador,3,2,CONCACAF Championship,United States,True,1707.0,1534.0
2021-07-24,Mexico,Honduras,3,0,CONCACAF Championship,United States,True,1900.0,1584.0
2021-07-25,Canada,Costa Rica,2,0,CONCACAF Championship,United States,True,1737.0,1630.0
2021-07-25,United States,Jamaica,1,0,CONCACAF Championship,United States,False,1827.0,1572.0
2021-07-29,United States,Qatar,1,0,CONCACAF Championship,United States,False,1838.0,1696.0
2021-07-29,Mexico,Canada,2,1,CONCACAF Championship,United States,True,1914.0,1723.0
2021-08-01,United States,Mexico,1,0,CONCACAF Championship,United States,False,1861.0,1891.0
2021-08-26,Algeria,Syria,2,1,Friendly,Qatar,True,1765.0,1447.0
2021-08-29,Algeria,Burundi,3,0,Friendly,Qatar,True,1767.0,1245.0
2021-09-01,Serbia,Qatar,4,0,Friendly,Hungary,True,1799.0,1682.0
2021-09-01,Cape Verde,Central African Republic,1,1,World Cup qualifier,Cameroon,True,1430.0,1290.0
2021-09-02,Australia,China,3,0,World Cup qualifier,Qatar,True,1754.0,1491.0
2021-09-02,Germany,Liechtenstein,2,0,World Cup qualifier,Switzerland,True,1916.0,1091.0
2021-09-04,Portugal,Qatar,3,1,Friendly,Hungary,True,2012.0,1678.0
2021-09-04,Haiti,Jordan,2,0,Friendly tournament,Bahrain,True,1526.0,1450.0
2021-09-07,Japan,China,1,0,World Cup qualifier,Qatar,True,1743.0,1483.0
2021-09-07,Iran,Iraq,3,0,World Cup qualifier,Qatar,True,1826.0,1615.0
2021-09-07,Burkina Faso,Algeria,1,1,World Cup qualifier,Morocco,True,1564.0,1756.0
2021-09-08,Belarus,Belgium,0,1,World Cup qualifier,Russia,True,1482.0,2135.0
2021-10-07,Australia,Oman,3,1,World Cup qualifier,Qatar,True,1774.0,1508.0
2021-10-07,Iraq,Lebanon,0,0,World Cup qualifier,Qatar,True,1603.0,1385.0
2021-10-07,Cape Verde,Liberia,2,1,World Cup qualifier,Ghana,True,1435.0,1344.0
2021-10-07,France,Belgium,3,2,European Nations League,Italy,True,2081.0,2104.0
2021-10-08,Ivory Coast,Malawi,3,0,World Cup qualifier,South Africa,True,1651.0,1311.0
2021-10-09,New Zealand,Curaçao,2,1,Friendly tournament,Bahrain,True,1497.0,1404.0
2021-10-09,Uzbekistan,Malaysia,5,1,Friendly tournament,Jordan,True,1555.0,1193.0
2021-10-10,France,Spain,2,1,European Nations League,Italy,True,2103.0,2022.0
2021-10-11,Ivory Coast,Malawi,2,1,World Cup qualifier,Benin,True,1656.0,1306.0
2021-10-11,Czechia,Belarus,2,0,World Cup qualifier,Russia,True,1828.0,1448.0
2021-10-12,Senegal,Namibia,3,1,World Cup qualifier,South Africa,True,1713.0,1374.0
2021-10-27,Ecuador,Mexico,3,2,Friendly,United States,True,1808.0,1885.0
2021-11-11,Iraq,Syria,1,1,World Cup qualifier,Qatar,True,1591.0,1430.0
2021-11-11,Ethiopia,Ghana,1,1,World Cup qualifier,South Africa,True,1332.0,1587.0
2021-11-12,Algeria,Djibouti,4,0,World Cup qualifier,Egypt,True,1764.0,890.0
2021-11-13,Ivory Coast,Mozambique,3,0,World Cup qualifier,Benin,True,1664.0,1284.0
2021-11-16,Iran,Syria,3,0,World Cup qualifier,Jordan,True,1837.0,1424.0
2021-11-16,South Korea,Iraq,3,0,World Cup qualifier,Qatar,True,1788.0,1573.0
2021-11-16,Australia,China,1,1,World Cup qualifier,United Arab Emirates,True,1735.0,1505.0
2021-11-16,New Zealand,Gambia,2,0,Friendly,United Arab Emirates,True,1528.0,1351.0
2021-11-30,Tunisia,Mauritania,5,1,Arab Cup,Qatar,True,1654.0,1328.0
2021-11-30,Iraq,Oman,1,1,Arab Cup,Qatar,True,1569.0,1510.0
2021-12-01,Morocco,Palestine,4,0,Arab Cup,Qatar,True,1731.0,1419.0
2021-12-01,Algeria,Sudan,4,0,Arab Cup,Qatar,True,1757.0,1349.0
2021-12-01,Egypt,Lebanon,1,0,Arab Cup,Qatar,True,1633.0,1372.0
2021-12-01,Jordan,Saudi Arabia,1,0,Arab Cup,Qatar,True,1542.0,1655.0
2021-12-03,Bahrain,Iraq,0,0,Arab Cup,Qatar,True,1544.0,1568.0
2021-12-03,Syria,Tunisia,2,0,Arab Cup,Qatar,True,1456.0,1606.0
2021-12-04,Algeria,Lebanon,2,0,Arab Cup,Qatar,True,1763.0,1366.0
2021-12-04,Morocco,Jordan,4,0,Arab Cup,Qatar,True,1750.0,1523.0
2021-12-04,Palestine,Saudi Arabia,1,1,Arab Cup,Qatar,True,1431.0,1643.0
2021-12-04,Egypt,Sudan,5,0,Arab Cup,Qatar,True,1646.0,1336.0
2021-12-04,Ecuador,El Salvador,1,1,Friendly,United States,True,1849.0,1502.0
2021-12-06,Tunisia,United Arab Emirates,1,0,Arab Cup,Qatar,True,1621.0,1502.0
2021-12-07,Jordan,Palestine,5,1,Arab Cup,Qatar,True,1551.0,1403.0
2021-12-07,Morocco,Saudi Arabia,1,0,Arab Cup,Qatar,True,1764.0,1629.0
2021-12-07,Algeria,Egypt,1,1,Arab Cup,Qatar,True,1757.0,1652.0
2021-12-08,Chile,Mexico,2,2,Friendly,United States,True,1790.0,1839.0
2021-12-10,Tunisia,Oman,2,1,Arab Cup,Qatar,True,1636.0,1526.0
2021-12-11,Algeria,Morocco,2,2,Arab Cup,Qatar,True,1757.0,1764.0
2021-12-11,Egypt,Jordan,3,1,Arab Cup,Qatar,True,1674.0,1529.0
2021-12-15,Tunisia,Egypt,1,0,Arab Cup,Qatar,True,1658.0,1652.0
2021-12-18,Algeria,Tunisia,2,0,Arab Cup,Qatar,True,1799.0,1638.0
2022-01-05,Algeria,Ghana,3,0,Friendly,Qatar,True,1807.0,1592.0
2022-01-09,Cape Verde,Ethiopia,1,0,African Nations Cup,Cameroon,True,1484.0,1329.0
2022-01-10,Senegal,Zimbabwe,1,0,African Nations Cup,Cameroon,True,1707.0,1306.0
2022-01-10,Morocco,Ghana,1,0,African Nations Cup,Cameroon,True,1778.0,1578.0
2022-01-11,Nigeria,Egypt,1,0,African Nations Cup,Cameroon,True,1669.0,1632.0
2022-01-11,Algeria,Sierra Leone,0,0,African Nations Cup,Cameroon,True,1785.0,1356.0
2022-01-12,Mali,Tunisia,1,0,African Nations Cup,Cameroon,True,1642.0,1611.0
2022-01-12,Ivory Coast,Equatorial Guinea,1,0,African Nations Cup,Cameroon,True,1656.0,1416.0
2022-01-13,Burkina Faso,Cape Verde,1,0,African Nations Cup,Cameroon,True,1575.0,1464.0
2022-01-14,Guinea,Senegal,0,0,African Nations Cup,Cameroon,True,1431.0,1690.0
2022-01-14,Gabon,Ghana,1,1,African Nations Cup,Cameroon,True,1426.0,1567.0
2022-01-14,Morocco,Comoros,2,0,African Nations Cup,Cameroon,True,1781.0,1227.0
2022-01-15,South Korea,Iceland,5,1,Friendly,Turkey,True,1795.0,1537.0
2022-01-15,Egypt,Guinea-Bissau,1,0,African Nations Cup,Cameroon,True,1642.0,1372.0
2022-01-16,Ivory Coast,Sierra Leone,2,2,African Nations Cup,Cameroon,True,1639.0,1373.0
2022-01-16,Tunisia,Mauritania,4,0,African Nations Cup,Cameroon,True,1626.0,1312.0
2022-01-16,Equatorial Guinea,Algeria,1,0,African Nations Cup,Cameroon,True,1461.0,1740.0
2022-01-16,Colombia,Honduras,2,1,Friendly,United States,True,1906.0,1493.0
2022-01-17,Cameroon,Cape Verde,1,1,African Nations Cup,Cameroon,False,1615.0,1480.0
2022-01-18,Gabon,Morocco,2,2,African Nations Cup,Cameroon,True,1445.0,1762.0
2022-01-18,Comoros,Ghana,3,2,African Nations Cup,Cameroon,True,1271.0,1523.0
2022-01-18,Malawi,Senegal,0,0,African Nations Cup,Cameroon,True,1312.0,1670.0
2022-01-19,Egypt,Sudan,1,0,African Nations Cup,Cameroon,True,1648.0,1300.0
2022-01-20,Gambia,Tunisia,1,0,African Nations Cup,Cameroon,True,1432.0,1586.0
2022-01-20,Ivory Coast,Algeria,3,1,African Nations Cup,Cameroon,True,1687.0,1692.0
2022-01-21,South Korea,Moldova,4,0,Friendly,Turkey,True,1796.0,1185.0
2022-01-23,Tunisia,Nigeria,1,0,African Nations Cup,Cameroon,True,1618.0,1657.0
2022-01-25,Morocco,Malawi,2,1,African Nations Cup,Cameroon,True,1765.0,1309.0
2022-01-25,Senegal,Cape Verde,2,0,African Nations Cup,Cameroon,True,1689.0,1461.0
2022-01-26,Egypt,Ivory Coast,0,0,African Nations Cup,Cameroon,True,1651.0,1684.0
2022-01-27,Uzbekistan,South Sudan,3,0,Friendly,United Arab Emirates,True,1527.0,1081.0
2022-01-28,Jordan,New Zealand,3,1,Friendly,United Arab Emirates,True,1544.0,1513.0
2022-01-29,Burkina Faso,Tunisia,1,0,African Nations Cup,Cameroon,True,1581.0,1588.0
2022-01-30,Senegal,Equatorial Guinea,3,1,African Nations Cup,Cameroon,True,1707.0,1473.0
2022-01-30,Egypt,Morocco,2,1,African Nations Cup,Cameroon,True,1684.0,1732.0
2022-01-31,Jordan,South Sudan,2,1,Friendly,United Arab Emirates,True,1545.0,1080.0
2022-02-01,South Korea,Syria,2,0,World Cup qualifier,United Arab Emirates,True,1808.0,1405.0
2022-02-02,Senegal,Burkina Faso,3,1,African Nations Cup,Cameroon,True,1731.0,1557.0
2022-02-03,Cameroon,Egypt,0,0,African Nations Cup,Cameroon,False,1629.0,1687.0
2022-02-06,Egypt,Senegal,0,0,African Nations Cup,Cameroon,True,1690.0,1728.0
2022-03-18,New Zealand,Papua New Guinea,1,0,World Cup qualifier,Qatar,True,1517.0,1146.0
2022-03-21,New Zealand,Fiji,4,0,World Cup qualifier,Qatar,True,1531.0,1249.0
2022-03-23,Cape Verde,Guadeloupe,2,0,Friendly,France,True,1467.0,1206.0
2022-03-24,Iraq,United Arab Emirates,1,0,World Cup qualifier,Saudi Arabia,True,1571.0,1485.0
2022-03-24,New Zealand,New Caledonia,7,1,World Cup qualifier,Qatar,True,1543.0,1207.0
2022-03-24,China,Saudi Arabia,1,1,World Cup qualifier,United Arab Emirates,True,1472.0,1616.0
2022-03-25,Guinea,South Africa,0,0,Friendly,Belgium,True,1379.0,1543.0
2022-03-25,Cape Verde,Liechtenstein,6,0,Friendly,Spain,True,1471.0,1089.0
2022-03-26,Croatia,Slovenia,1,1,Friendly,Qatar,True,1852.0,1622.0
2022-03-27,Guatemala,Haiti,2,1,Friendly,United States,True,1474.0,1514.0
2022-03-27,New Zealand,Tahiti,1,0,World Cup qualifier,Qatar,True,1547.0,1155.0
2022-03-28,Cape Verde,San Marino,2,0,Friendly,Spain,True,1472.0,790.0
2022-03-29,Iraq,Syria,1,1,World Cup qualifier,United Arab Emirates,True,1564.0,1455.0
2022-03-29,Croatia,Bulgaria,2,1,Friendly,Qatar,True,1854.0,1511.0
2022-03-30,New Zealand,Solomon Islands,5,0,World Cup qualifier,Qatar,True,1557.0,1204.0
2022-04-27,Guatemala,Mexico,0,0,Friendly,United States,True,1502.0,1839.0
2022-05-01,El Salvador,Panama,3,2,Friendly,United States,True,1498.0,1614.0
2022-05-28,Mexico,Nigeria,2,1,Friendly,United States,True,1844.0,1638.0
2022-05-28,Jordan,India,2,0,Friendly,Qatar,True,1549.0,1196.0
2022-06-01,Australia,Jordan,2,1,Friendly,Qatar,True,1685.0,1543.0
2022-06-01,Argentina,Italy,3,0,Intercontinental Champ,England,True,2138.0,1967.0
2022-06-02,Ecuador,Nigeria,1,0,Friendly,United States,True,1845.0,1633.0
2022-06-02,Uruguay,Mexico,3,0,Friendly,United States,True,1936.0,1830.0
2022-06-02,Serbia,Norway,0,1,European Nations League B,Serbia,False,1815.0,1777.0
2022-06-03,Burkina Faso,Cape Verde,2,0,African Nations Cup qualifier,Morocco,True,1571.0,1448.0
2022-06-03,Croatia,Austria,0,3,European Nations League A,Croatia,False,1798.0,1774.0
2022-06-04,Finland,Bosnia and Herzegovina,1,1,European Nations League B,Finland,False,1689.0,1600.0
2022-06-05,Ecuador,Mexico,0,0,Friendly,United States,True,1845.0,1830.0
2022-06-05,Sweden,Norway,1,2,European Nations League B,Sweden,False,1803.0,1805.0
2022-06-05,Peru,New Zealand,1,0,Friendly,Spain,True,1858.0,1554.0
2022-06-05,Central African Republic,Ghana,1,1,African Nations Cup qualifier,Angola,True,1261.0,1533.0
2022-06-05,Colombia,Saudi Arabia,1,0,Friendly,Spain,True,1900.0,1631.0
2022-06-05,Argentina,Estonia,5,0,Friendly,Spain,True,2139.0,1385.0
2022-06-06,Austria,Denmark,1,2,European Nations League A,Austria,False,1759.0,1984.0
2022-06-07,Australia,United Arab Emirates,2,1,World Cup qualifier,Qatar,True,1696.0,1501.0
2022-06-07,Cape Verde,Togo,2,0,African Nations Cup qualifier,Morocco,True,1469.0,1323.0
2022-06-07,Haiti,Montserrat,3,2,CONCACAF Nations League B,Dominican Republic,True,1506.0,930.0
2022-06-07,Bosnia and Herzegovina,Romania,1,0,European Nations League B,Bosnia and Herzegovina,False,1616.0,1606.0
2022-06-08,Jordan,Nepal,2,0,Asian Cup qualifier,Kuwait,True,1545.0,947.0
2022-06-08,Scotland,Armenia,2,0,European Nations League B,Scotland,False,1708.0,1515.0
2022-06-09,Ivory Coast,Lesotho,0,0,African Nations Cup qualifier,South Africa,True,1670.0,1216.0
2022-06-09,Ethiopia,Egypt,2,0,African Nations Cup qualifier,Malawi,True,1356.0,1641.0
2022-06-09,Norway,Slovenia,0,0,European Nations League B,Norway,False,1791.0,1607.0
2022-06-09,Venezuela,Saudi Arabia,1,0,Friendly,Spain,True,1686.0,1622.0
2022-06-09,New Zealand,Oman,0,0,Friendly,Qatar,True,1554.0,1558.0
2022-06-10,Tunisia,Chile,2,0,Friendly tournament,Japan,True,1642.0,1726.0
2022-06-10,Austria,France,1,1,European Nations League A,Austria,False,1770.0,2062.0
2022-06-11,Jordan,Indonesia,1,0,Asian Cup qualifier,Kuwait,True,1551.0,1237.0
2022-06-11,Ecuador,Cape Verde,1,0,Friendly,United States,True,1847.0,1467.0
2022-06-11,Ireland,Scotland,3,0,European Nations League B,Ireland,False,1680.0,1677.0
2022-06-11,Montenegro,Bosnia and Herzegovina,1,1,European Nations League B,Montenegro,False,1538.0,1617.0
2022-06-12,Algeria,Iran,2,1,Friendly,Qatar,True,1712.0,1808.0
2022-06-12,Norway,Sweden,3,2,European Nations League B,Norway,False,1805.0,1765.0
2022-06-13,Australia,Peru,0,0,World Cup qualifier,Qatar,True,1705.0,1849.0
2022-06-13,Denmark,Austria,2,0,European Nations League A,Denmark,False,1961.0,1760.0
2022-06-14,Armenia,Scotland,1,4,European Nations League B,Armenia,False,1478.0,1705.0
2022-06-14,Haiti,Guyana,6,0,CONCACAF Nations League B,Dominican Republic,True,1536.0,1183.0
2022-06-14,Bosnia and Herzegovina,Finland,3,2,European Nations League B,Bosnia and Herzegovina,False,1635.0,1663.0
2022-06-14,Chile,Ghana,0,0,Friendly tournament,Japan,True,1718.0,1535.0
2022-06-14,Costa Rica,New Zealand,1,0,World Cup qualifier,Qatar,True,1726.0,1543.0
2022-07-13,Eswatini,Senegal,1,1,COSAFA Cup,South Africa,True,1323.0,1716.0
2022-07-15,Zambia,Senegal,4,3,COSAFA Cup,South Africa,True,1451.0,1682.0
2022-07-17,Mozambique,Senegal,1,1,COSAFA Cup,South Africa,True,1322.0,1666.0
2022-07-20,South Korea,China,3,0,East Asian Championship,Japan,True,1813.0,1448.0
2022-07-24,South Korea,Hong Kong,3,0,East Asian Championship,Japan,True,1815.0,1148.0
2022-08-26,Jamaica,Qatar,1,1,Friendly tournament,Austria,True,1553.0,1658.0
2022-08-31,Paraguay,Mexico,1,0,Friendly,United States,True,1736.0,1809.0
